time,C6H6,CO,NO2,O3,PM10,PM25,SO2
2024-04-04 03:00:00,0.26,0.332,0.2,68.6,8.3,6.7,6.6
2024-04-04 04:00:00,0.26,0.329,0.1,69.1,8.9,7.2,7.3
2024-04-04 05:00:00,0.29,0.361,4.5,61.5,12.5,9.6,6.9
2024-04-04 06:00:00,0.48,0.393,16.2,50.0,20.1,16.2,8.5
2024-04-04 07:00:00,1.21,0.433,23.7,43.7,17.7,13.6,8.8
2024-04-04 08:00:00,0.7,0.4,16.8,47.4,14.3,12.1,7.0
2024-04-04 09:00:00,0.51,0.366,13.5,49.2,13.3,12.0,7.5
2024-04-04 10:00:00,0.48,0.355,10.8,51.0,10.8,9.4,7.6
2024-04-04 11:00:00,0.49,0.423,16.1,43.9,14.4,13.2,7.9
2024-04-04 12:00:00,0.8,0.547,18.1,,14.7,13.4,9.4
2024-04-04 13:00:00,0.72,,,41.8,14.0,12.7,
2024-04-04 14:00:00,0.61,,,44.6,13.4,12.6,
2024-04-04 15:00:00,0.64,0.344,17.3,39.3,16.5,15.5,6.6
2024-04-04 16:00:00,0.78,0.347,18.8,35.1,17.2,16.5,6.9
2024-04-04 17:00:00,0.79,0.335,18.3,33.0,20.8,19.7,7.0
2024-04-04 18:00:00,0.89,0.351,19.7,28.8,24.5,23.8,7.7
2024-04-04 19:00:00,0.99,0.365,25.9,20.2,23.1,22.3,8.2
2024-04-04 20:00:00,1.04,0.371,18.8,24.5,20.6,19.6,8.5
2024-04-04 21:00:00,1.04,0.373,15.3,30.0,19.9,19.0,8.1
2024-04-04 22:00:00,1.14,0.35,15.2,31.3,20.2,19.3,8.3
2024-04-04 23:00:00,0.87,0.331,10.7,35.0,22.5,21.9,8.4
2024-04-05 00:00:00,0.87,0.313,8.5,40.5,20.4,19.9,8.7
2024-04-05 01:00:00,0.78,0.294,6.7,46.2,19.3,18.8,8.3
2024-04-05 02:00:00,0.65,0.268,6.0,55.5,16.8,16.0,8.4
2024-04-05 03:00:00,0.42,0.257,4.1,60.8,15.8,14.8,8.3
2024-04-05 04:00:00,0.36,0.265,4.1,59.9,15.3,14.2,8.3
2024-04-05 05:00:00,0.35,0.273,5.0,58.7,15.7,14.4,8.4
2024-04-05 06:00:00,0.39,0.292,8.3,57.5,14.7,13.1,8.5
2024-04-05 07:00:00,0.38,0.292,10.3,57.8,13.1,11.3,7.9
2024-04-05 08:00:00,0.36,0.278,8.9,63.3,11.0,9.4,8.0
2024-04-05 09:00:00,0.28,0.272,5.4,70.7,8.7,7.0,7.8
2024-04-05 10:00:00,0.24,0.262,4.7,78.7,7.8,5.5,7.8
2024-04-05 11:00:00,0.23,0.26,6.0,81.8,9.6,6.1,7.3
2024-04-05 12:00:00,0.27,0.275,5.9,82.8,10.1,7.0,7.7
2024-04-05 13:00:00,0.25,,,,10.4,7.5,
2024-04-05 14:00:00,0.17,,,,10.6,7.8,
2024-04-05 15:00:00,0.27,0.341,,82.4,11.6,7.6,4.8
2024-04-05 16:00:00,0.26,0.344,,84.7,11.4,7.6,5.3
2024-04-05 17:00:00,0.31,0.363,10.5,78.8,11.8,8.2,6.0
2024-04-05 18:00:00,0.42,0.397,18.5,68.6,13.9,9.3,6.6
2024-04-05 19:00:00,0.58,0.431,16.8,66.4,16.7,12.2,6.6
2024-04-05 20:00:00,0.72,0.44,18.0,60.7,17.1,13.5,5.8
2024-04-05 21:00:00,0.61,0.398,12.1,65.1,16.5,13.2,5.9
2024-04-05 22:00:00,0.65,0.37,9.8,67.7,16.1,13.2,6.1
2024-04-05 23:00:00,0.69,0.364,8.7,66.0,17.1,14.1,7.0
2024-04-06 00:00:00,0.68,0.359,6.9,64.5,16.6,14.1,7.0
2024-04-06 01:00:00,0.61,0.337,7.0,61.2,17.2,14.9,6.3
2024-04-06 02:00:00,0.59,0.315,5.9,60.4,15.4,14.0,5.9
2024-04-06 03:00:00,0.57,0.299,5.6,57.7,14.5,13.2,6.9
2024-04-06 04:00:00,0.52,0.283,3.7,62.1,12.9,11.6,6.2
2024-04-06 05:00:00,0.33,0.267,3.9,65.5,11.1,9.8,6.9
2024-04-06 06:00:00,0.3,0.269,4.5,65.2,10.5,9.1,6.7
2024-04-06 07:00:00,0.24,0.238,4.0,69.8,9.8,8.1,6.9
2024-04-06 08:00:00,0.19,0.225,3.2,73.2,10.5,8.4,6.5
2024-04-06 09:00:00,0.2,0.216,3.4,75.1,11.5,9.0,6.7
2024-04-06 10:00:00,0.21,0.216,2.8,79.4,12.7,9.6,6.9
2024-04-06 11:00:00,0.2,0.203,2.4,85.4,11.7,8.3,6.1
2024-04-06 12:00:00,0.19,0.204,2.6,86.6,12.1,8.0,5.3
2024-04-06 13:00:00,0.19,0.199,2.5,88.7,10.9,7.8,6.0
2024-04-06 14:00:00,0.2,0.213,3.3,84.6,11.1,8.4,6.0
2024-04-06 15:00:00,0.21,0.245,4.4,73.8,12.3,9.9,6.0
2024-04-06 16:00:00,0.26,0.244,3.1,81.4,14.8,11.1,5.4
2024-04-06 17:00:00,0.23,0.237,3.1,87.8,16.0,12.1,5.3
2024-04-06 18:00:00,0.21,0.268,4.2,84.5,18.2,13.7,6.6
2024-04-06 19:00:00,0.25,0.309,7.3,75.5,20.0,15.9,6.4
2024-04-06 20:00:00,0.39,0.337,9.3,67.3,20.3,16.1,4.2
2024-04-06 21:00:00,0.81,0.415,15.9,40.0,24.1,19.2,5.3
2024-04-06 22:00:00,0.86,0.458,20.8,16.9,23.7,18.3,5.2
2024-04-06 23:00:00,1.03,0.463,22.5,8.0,25.1,19.5,4.7
2024-04-07 00:00:00,1.42,0.54,20.2,4.5,31.5,24.8,5.6
2024-04-07 01:00:00,1.75,0.574,17.5,4.5,39.0,32.1,5.2
2024-04-07 02:00:00,2.17,0.637,15.9,4.3,35.2,29.6,5.2
2024-04-07 03:00:00,1.9,0.481,14.9,11.8,25.3,22.2,5.0
2024-04-07 04:00:00,0.9,0.395,9.6,21.3,21.5,18.9,4.6
2024-04-07 05:00:00,0.81,0.381,11.5,23.6,19.8,17.6,4.2
2024-04-07 06:00:00,0.74,0.423,13.3,29.0,18.8,16.2,5.0
2024-04-07 07:00:00,0.72,0.484,15.9,34.0,20.8,16.8,5.0
2024-04-07 08:00:00,1.08,0.388,10.2,49.4,18.9,15.0,5.3
2024-04-07 09:00:00,0.45,0.359,5.1,65.1,17.3,13.4,6.1
2024-04-07 10:00:00,0.43,0.347,4.5,74.7,15.9,11.6,5.4
2024-04-07 11:00:00,0.67,0.386,5.0,86.1,15.2,9.9,6.0
2024-04-07 12:00:00,0.46,0.356,5.3,92.4,14.5,9.1,6.3
2024-04-07 13:00:00,0.37,0.342,5.2,97.3,13.6,8.0,6.9
2024-04-07 14:00:00,0.29,0.347,4.5,98.6,11.0,6.8,6.7
2024-04-07 15:00:00,0.27,0.344,5.2,97.5,11.4,7.2,6.6
2024-04-07 16:00:00,0.29,0.366,6.0,95.3,13.3,8.4,6.8
2024-04-07 17:00:00,0.36,0.371,8.1,92.6,13.5,8.0,6.4
2024-04-07 18:00:00,0.4,0.399,11.8,83.9,15.6,8.8,6.6
2024-04-07 19:00:00,0.51,0.471,17.5,72.9,17.4,10.3,6.6
2024-04-07 20:00:00,0.83,0.459,20.0,67.9,18.9,11.9,6.2
2024-04-07 21:00:00,0.6,0.393,10.4,78.0,18.3,11.5,5.7
2024-04-07 22:00:00,0.28,0.321,3.2,95.4,11.7,7.8,4.9
2024-04-07 23:00:00,0.22,0.31,2.7,98.1,9.3,6.8,5.4
2024-04-08 00:00:00,0.2,0.297,2.3,95.4,8.5,6.7,5.2
2024-04-08 01:00:00,0.22,0.301,2.8,82.0,8.9,7.1,5.6
2024-04-08 02:00:00,0.35,0.331,5.5,62.4,9.9,7.7,5.0
2024-04-08 03:00:00,0.64,0.349,7.3,57.6,12.2,9.2,5.6
2024-04-08 04:00:00,0.78,0.393,10.0,62.3,17.2,14.4,6.1
2024-04-08 05:00:00,0.67,0.43,23.0,47.0,24.2,19.6,5.9
2024-04-08 06:00:00,1.0,0.478,39.0,34.2,33.4,25.4,6.0
2024-04-08 07:00:00,1.67,0.598,53.4,21.9,31.1,22.2,5.7
2024-04-08 08:00:00,1.61,0.454,37.4,41.5,30.7,15.6,6.2
2024-04-08 09:00:00,0.59,0.357,20.9,64.9,26.9,11.1,6.6
2024-04-08 10:00:00,0.39,0.329,13.7,73.9,22.0,10.7,5.8
2024-04-08 11:00:00,0.39,0.346,10.9,73.8,25.8,12.1,6.6
2024-04-08 12:00:00,0.44,0.353,9.4,77.3,22.8,13.1,7.8
2024-04-08 13:00:00,0.5,0.338,9.0,80.1,21.6,12.9,8.0
2024-04-08 14:00:00,0.48,0.341,14.1,75.7,27.6,13.9,7.5
2024-04-08 15:00:00,0.6,0.389,29.8,57.3,36.4,16.8,8.6
2024-04-08 16:00:00,0.72,0.4,25.4,62.4,30.3,16.2,9.0
2024-04-08 17:00:00,0.73,0.373,16.7,85.3,27.8,15.5,7.4
2024-04-08 18:00:00,0.76,0.454,26.5,68.9,33.2,17.3,7.2
2024-04-08 19:00:00,1.63,0.589,47.9,43.3,37.5,23.4,6.8
2024-04-08 20:00:00,1.53,0.638,52.4,31.3,35.6,25.4,7.4
2024-04-08 21:00:00,2.48,0.929,64.8,6.8,47.5,33.7,7.1
2024-04-08 22:00:00,2.69,0.607,50.9,20.0,50.2,37.8,6.9
2024-04-08 23:00:00,,0.369,18.8,60.5,35.0,25.9,7.5
2024-04-09 00:00:00,,0.309,7.8,74.7,25.9,18.8,7.6
2024-04-09 01:00:00,,0.299,7.0,71.9,25.3,18.6,6.5
2024-04-09 02:00:00,,0.345,8.9,60.4,26.2,19.9,6.9
2024-04-09 03:00:00,,0.309,9.1,55.7,27.5,20.9,8.1
2024-04-09 04:00:00,,0.316,25.0,31.5,34.7,25.5,6.8
2024-04-09 05:00:00,,0.351,34.1,22.6,37.5,27.5,6.4
2024-04-09 06:00:00,,0.551,50.0,8.5,41.4,29.7,7.0
2024-04-09 07:00:00,,0.834,47.7,12.3,42.5,30.0,7.0
2024-04-09 08:00:00,,0.371,24.4,44.7,36.8,21.1,7.4
2024-04-09 09:00:00,,0.314,15.8,58.4,31.9,16.7,8.1
2024-04-09 10:00:00,,0.297,13.3,73.0,31.0,12.8,8.1
2024-04-09 11:00:00,,0.262,8.6,90.0,29.8,11.1,7.4
2024-04-09 12:00:00,,0.249,7.2,101.9,22.9,9.2,7.8
2024-04-09 13:00:00,,0.24,5.6,105.8,22.2,8.6,7.8
2024-04-09 14:00:00,,0.258,7.5,108.1,23.5,8.4,8.8
2024-04-09 15:00:00,,0.268,9.0,110.8,30.9,9.5,7.5
2024-04-09 16:00:00,,0.272,10.3,113.2,28.5,9.8,8.8
2024-04-09 17:00:00,,0.301,13.4,112.7,30.7,9.9,8.2
2024-04-09 18:00:00,,0.311,14.9,107.8,39.0,11.0,8.5
2024-04-09 19:00:00,,0.382,31.1,91.2,40.3,13.8,8.7
2024-04-09 20:00:00,,0.474,51.3,60.1,52.5,21.4,8.2
2024-04-09 21:00:00,,0.408,42.6,69.2,47.1,26.0,8.4
2024-04-09 22:00:00,,0.347,28.2,76.9,43.8,24.9,7.6
2024-04-09 23:00:00,,0.265,12.0,87.3,31.1,20.4,8.2
2024-04-10 00:00:00,,0.26,11.7,81.1,30.5,21.6,7.4
2024-04-10 01:00:00,,0.258,15.5,72.4,31.0,22.3,6.9
2024-04-10 02:00:00,,0.265,13.1,67.0,27.5,20.7,6.8
2024-04-10 03:00:00,,0.238,6.0,77.6,29.7,21.1,6.5
2024-04-10 04:00:00,,0.238,4.4,77.8,37.6,30.8,5.9
2024-04-10 05:00:00,,0.223,4.4,72.2,33.3,29.6,6.2
2024-04-10 06:00:00,,0.218,5.1,70.0,24.7,21.2,5.7
2024-04-10 07:00:00,,0.222,5.7,76.8,12.6,9.7,4.8
2024-04-10 08:00:00,,0.197,5.6,76.6,13.9,8.7,4.8
2024-04-10 09:00:00,,0.198,4.6,78.7,17.7,9.3,4.8
2024-04-10 10:00:00,0.94,0.188,4.5,79.6,25.2,8.6,9.3
2024-04-10 11:00:00,0.23,0.171,4.3,81.0,14.0,7.3,6.4
2024-04-10 12:00:00,0.23,0.177,6.0,75.4,14.2,8.1,6.5
2024-04-10 13:00:00,0.28,0.182,6.0,74.1,13.0,7.5,7.2
2024-04-10 14:00:00,0.25,0.178,5.2,76.0,15.0,8.0,6.6
2024-04-10 15:00:00,0.27,0.176,5.6,76.0,20.7,8.5,6.7
2024-04-10 16:00:00,0.27,0.184,5.0,77.9,13.8,8.3,6.5
2024-04-10 17:00:00,0.27,0.182,4.5,78.5,14.4,7.8,6.2
2024-04-10 18:00:00,0.27,0.184,5.1,75.3,16.4,8.5,5.9
2024-04-10 19:00:00,0.3,0.174,5.9,71.9,17.7,9.4,6.2
2024-04-10 20:00:00,0.29,0.182,5.5,72.3,14.6,8.1,5.2
2024-04-10 21:00:00,0.29,0.178,4.6,74.3,12.0,7.0,5.0
2024-04-10 22:00:00,0.28,0.171,3.2,79.1,9.5,5.9,5.1
2024-04-10 23:00:00,0.27,0.174,3.3,77.5,9.1,6.6,5.0
2024-04-11 00:00:00,0.29,0.173,2.3,79.6,8.9,6.9,4.9
2024-04-11 01:00:00,0.26,0.165,2.1,78.9,9.4,7.3,5.3
2024-04-11 02:00:00,0.26,0.165,2.1,78.4,9.9,7.7,5.3
2024-04-11 03:00:00,0.24,0.158,2.1,77.9,10.3,7.9,5.1
2024-04-11 04:00:00,0.24,0.151,2.1,76.3,10.2,8.0,4.9
2024-04-11 05:00:00,0.29,0.173,4.6,71.2,10.9,8.4,4.0
2024-04-11 06:00:00,0.34,0.187,8.9,64.8,11.6,8.7,4.7
2024-04-11 07:00:00,0.39,0.189,10.9,63.4,12.6,9.2,5.3
2024-04-11 08:00:00,0.35,0.176,9.1,68.5,15.2,8.9,4.8
2024-04-11 09:00:00,0.29,0.155,5.8,77.2,14.2,8.0,3.6
2024-04-11 10:00:00,0.3,0.155,3.8,86.2,19.7,8.3,3.6
2024-04-11 11:00:00,0.24,0.154,3.7,89.3,17.3,8.6,4.2
2024-04-11 12:00:00,0.23,0.149,3.9,93.6,15.5,7.2,3.5
2024-04-11 13:00:00,0.24,0.157,4.0,94.3,14.7,7.3,4.9
2024-04-11 14:00:00,0.21,0.154,4.0,94.8,19.0,7.4,4.3
2024-04-11 15:00:00,0.25,0.16,5.6,94.3,25.5,8.3,5.0
2024-04-11 16:00:00,0.25,0.162,5.5,95.5,20.0,8.0,4.8
2024-04-11 17:00:00,0.24,0.162,4.6,97.7,16.9,7.7,5.1
2024-04-11 18:00:00,0.24,0.18,6.0,95.3,19.9,8.1,4.9
2024-04-11 19:00:00,0.33,0.209,8.6,88.0,29.8,10.1,5.3
2024-04-11 20:00:00,0.5,0.217,9.7,84.2,22.8,11.5,5.6
2024-04-11 21:00:00,0.46,0.198,6.7,85.6,19.3,10.7,4.8
2024-04-11 22:00:00,0.39,0.195,5.3,83.9,19.7,11.5,5.3
2024-04-11 23:00:00,0.44,0.189,5.5,79.2,18.4,11.6,5.9
2024-04-12 00:00:00,0.41,0.18,4.2,80.5,14.7,10.0,5.0
2024-04-12 01:00:00,0.3,0.175,3.3,81.2,12.5,8.7,5.2
2024-04-12 02:00:00,0.26,0.168,3.2,78.5,12.8,8.7,4.3
2024-04-12 03:00:00,0.25,0.16,2.9,75.2,12.2,8.6,5.5
2024-04-12 04:00:00,0.24,0.173,3.0,72.3,11.8,8.7,6.3
2024-04-12 05:00:00,0.26,0.18,5.1,65.8,13.3,9.5,6.0
2024-04-12 06:00:00,0.32,0.208,9.2,57.5,13.2,9.9,5.4
2024-04-12 07:00:00,0.37,0.224,12.2,52.7,13.5,10.0,5.2
2024-04-12 08:00:00,0.37,0.218,12.9,50.7,14.3,10.5,5.7
2024-04-12 09:00:00,0.41,,,,19.9,10.2,
2024-04-12 10:00:00,0.27,0.316,6.3,49.2,13.9,9.1,
2024-04-12 11:00:00,0.23,0.26,3.9,60.6,13.7,8.4,
2024-04-12 12:00:00,0.19,0.238,4.3,62.9,12.4,8.7,
2024-04-12 13:00:00,0.2,0.235,4.4,65.3,11.8,8.6,
2024-04-12 14:00:00,0.21,0.254,5.1,67.3,12.2,8.2,
2024-04-12 15:00:00,0.2,0.25,4.8,73.7,12.8,7.5,3.3
2024-04-12 16:00:00,0.19,0.246,5.8,77.3,11.5,6.5,3.3
2024-04-12 17:00:00,0.21,0.24,6.4,77.0,14.4,7.1,2.8
2024-04-12 18:00:00,0.22,0.259,8.4,74.0,16.3,7.5,3.4
2024-04-12 19:00:00,0.31,0.296,14.8,62.5,21.3,9.2,3.6
2024-04-12 20:00:00,0.42,0.301,16.8,54.9,17.7,9.7,3.7
2024-04-12 21:00:00,0.37,0.271,13.6,54.1,15.5,10.7,3.9
2024-04-12 22:00:00,0.46,0.276,8.3,57.3,14.6,10.8,4.0
2024-04-12 23:00:00,0.41,0.271,5.7,58.1,14.1,11.1,3.9
2024-04-13 00:00:00,0.32,0.264,4.4,57.8,13.8,11.8,3.6
2024-04-13 01:00:00,0.31,0.264,4.7,48.0,15.8,13.7,3.7
2024-04-13 02:00:00,0.3,0.257,4.6,43.8,16.8,14.5,3.5
2024-04-13 03:00:00,0.28,0.258,4.9,43.7,17.5,15.3,3.5
2024-04-13 04:00:00,0.23,0.25,3.6,47.8,17.4,15.6,3.5
2024-04-13 05:00:00,0.2,0.253,3.1,56.4,17.6,15.6,3.9
2024-04-13 06:00:00,0.15,0.237,2.3,65.7,13.9,12.0,3.3
2024-04-13 07:00:00,0.12,0.229,2.3,67.2,11.7,9.9,3.2
2024-04-13 08:00:00,0.14,0.222,2.5,66.8,11.9,9.8,3.4
2024-04-13 09:00:00,0.13,0.236,3.2,66.2,12.1,10.1,3.0
2024-04-13 10:00:00,0.15,0.244,3.1,66.1,13.5,10.9,2.8
2024-04-13 11:00:00,0.16,0.238,2.7,67.7,13.5,11.0,2.6
2024-04-13 12:00:00,0.18,0.233,2.9,70.4,12.0,9.3,2.9
2024-04-13 13:00:00,0.16,0.233,3.0,69.4,11.7,9.7,2.9
2024-04-13 14:00:00,0.17,0.23,2.9,70.0,10.8,9.0,2.4
2024-04-13 15:00:00,0.17,0.235,2.4,74.4,13.8,9.3,2.6
2024-04-13 16:00:00,0.21,0.238,2.5,74.5,12.4,9.0,2.4
2024-04-13 17:00:00,0.16,0.245,3.2,71.5,17.2,10.2,3.3
2024-04-13 18:00:00,0.32,0.277,7.3,63.5,15.3,10.5,3.2
2024-04-13 19:00:00,0.37,0.287,10.9,56.7,14.6,11.4,3.4
2024-04-13 20:00:00,0.45,0.354,21.8,40.8,17.6,13.1,2.9
2024-04-13 21:00:00,1.11,0.496,40.3,10.2,23.8,18.0,3.0
2024-04-13 22:00:00,1.6,0.577,36.3,4.2,28.2,21.2,3.1
2024-04-13 23:00:00,1.65,0.491,34.0,4.3,31.5,25.3,3.2
2024-04-14 00:00:00,1.52,0.431,28.7,18.6,28.6,23.1,3.4
2024-04-14 01:00:00,1.16,0.391,24.1,17.5,26.2,21.3,3.7
2024-04-14 02:00:00,1.07,0.336,16.5,33.4,23.3,18.4,3.9
2024-04-14 03:00:00,0.67,0.288,11.1,41.5,21.7,17.2,4.5
2024-04-14 04:00:00,0.55,0.273,7.9,46.3,20.0,16.5,4.9
2024-04-14 05:00:00,0.45,0.27,6.7,48.1,20.7,16.8,5.0
2024-04-14 06:00:00,0.4,0.261,7.6,45.7,21.1,16.6,5.3
2024-04-14 07:00:00,0.39,0.275,5.9,40.7,19.3,16.1,5.2
2024-04-14 08:00:00,0.32,0.265,5.1,45.4,17.5,14.8,5.5
2024-04-14 09:00:00,0.28,0.252,5.4,45.5,17.7,15.0,5.3
2024-04-14 10:00:00,0.28,0.252,4.4,53.5,15.4,12.7,5.2
2024-04-14 11:00:00,0.18,0.225,2.1,80.3,12.8,6.6,4.8
2024-04-14 12:00:00,0.15,0.223,1.8,85.0,13.5,6.4,4.4
2024-04-14 13:00:00,0.16,0.225,1.6,91.8,15.5,6.4,4.6
2024-04-14 14:00:00,0.16,0.225,1.5,93.3,17.0,6.3,4.2
2024-04-14 15:00:00,0.16,0.231,1.2,94.3,17.4,6.1,3.0
2024-04-14 16:00:00,0.16,0.225,1.1,95.3,16.1,5.8,3.7
2024-04-14 17:00:00,0.15,0.227,1.4,92.9,15.5,5.8,3.8
2024-04-14 18:00:00,0.16,0.237,1.5,92.7,15.9,6.0,3.4
2024-04-14 19:00:00,0.2,0.242,2.5,91.6,17.4,6.3,3.9
2024-04-14 20:00:00,0.23,0.231,2.8,88.9,17.6,6.7,3.8
2024-04-14 21:00:00,0.23,0.23,1.9,89.8,14.5,7.1,3.5
2024-04-14 22:00:00,0.19,0.224,0.8,91.4,12.2,6.9,4.1
2024-04-14 23:00:00,0.18,0.228,1.0,89.7,10.9,6.9,4.0
2024-04-15 00:00:00,0.18,0.225,0.9,90.1,9.7,6.5,4.3
2024-04-15 01:00:00,0.17,0.223,0.7,,9.3,6.3,3.5
2024-04-15 02:00:00,0.17,0.227,0.9,87.9,8.8,6.2,3.8
2024-04-15 03:00:00,0.17,0.224,1.2,84.7,8.7,6.2,4.3
2024-04-15 04:00:00,0.18,0.223,1.3,83.4,8.4,6.2,4.6
2024-04-15 05:00:00,0.22,0.234,2.5,80.1,8.6,6.4,4.6
2024-04-15 06:00:00,0.22,0.237,6.3,71.5,9.5,7.3,4.7
2024-04-15 07:00:00,0.28,0.197,10.0,65.2,9.9,7.5,4.4
2024-04-15 08:00:00,0.29,0.148,6.2,73.1,9.8,7.2,4.1
2024-04-15 09:00:00,0.24,0.137,3.7,79.8,9.5,6.6,4.3
2024-04-15 10:00:00,0.21,0.134,2.7,82.8,10.0,6.4,4.2
2024-04-15 11:00:00,0.21,0.131,1.7,85.1,9.3,5.9,4.4
2024-04-15 12:00:00,0.19,0.143,2.5,86.6,8.8,5.7,4.8
2024-04-15 13:00:00,0.19,0.133,2.8,88.2,9.0,5.8,4.4
2024-04-15 14:00:00,0.2,0.151,2.5,89.6,9.0,5.7,4.9
2024-04-15 15:00:00,0.21,0.144,3.2,89.3,13.4,6.2,5.3
2024-04-15 16:00:00,0.2,0.145,4.3,86.6,11.6,6.1,5.4
2024-04-15 17:00:00,0.21,0.156,5.9,83.6,12.6,6.7,5.4
2024-04-15 18:00:00,0.29,0.163,5.6,85.5,11.8,7.0,5.5
2024-04-15 19:00:00,0.27,0.186,11.4,70.1,20.3,8.9,5.4
2024-04-15 20:00:00,0.76,0.322,40.3,25.7,34.6,15.1,6.1
2024-04-15 21:00:00,1.44,0.348,41.9,20.3,29.0,20.8,6.2
2024-04-15 22:00:00,1.37,0.302,34.7,25.2,30.4,22.7,6.1
2024-04-15 23:00:00,1.14,0.242,13.6,45.7,28.8,22.5,6.7
2024-04-16 00:00:00,0.93,0.207,9.6,50.4,23.4,18.8,7.1
2024-04-16 01:00:00,0.74,0.188,5.7,56.6,17.7,14.0,7.4
2024-04-16 02:00:00,0.56,0.187,6.6,56.9,18.8,14.7,7.2
2024-04-16 03:00:00,0.6,0.191,6.1,58.1,24.0,19.8,7.3
2024-04-16 04:00:00,0.65,0.188,10.2,48.4,25.5,21.2,9.3
2024-04-16 05:00:00,0.71,0.23,18.6,39.4,24.9,21.9,11.8
2024-04-16 06:00:00,0.87,0.248,25.3,34.3,21.7,19.3,10.0
2024-04-16 07:00:00,0.97,0.563,29.6,30.9,20.6,19.1,9.0
2024-04-16 08:00:00,1.63,0.197,13.6,72.6,9.1,7.9,8.2
2024-04-16 09:00:00,0.27,0.15,6.0,87.5,5.0,3.9,8.0
2024-04-16 10:00:00,0.21,0.149,5.2,77.8,5.7,4.6,7.9
2024-04-16 11:00:00,0.24,0.155,4.7,79.6,7.4,5.9,7.9
2024-04-16 12:00:00,0.22,0.158,3.7,82.7,9.0,6.6,7.8
2024-04-16 13:00:00,0.26,0.153,3.9,87.2,11.1,6.9,7.2
2024-04-16 14:00:00,0.22,0.149,4.3,88.0,10.0,6.3,7.7
2024-04-16 15:00:00,0.27,0.148,3.6,88.9,7.8,5.7,7.5
2024-04-16 16:00:00,0.22,0.16,4.6,91.9,6.4,4.8,7.6
2024-04-16 17:00:00,0.28,0.166,5.7,90.7,7.3,5.3,7.3
2024-04-16 18:00:00,0.35,0.193,10.3,74.7,8.1,6.9,7.3
2024-04-16 19:00:00,0.54,0.18,7.1,72.4,7.1,6.0,7.3
2024-04-16 20:00:00,0.27,0.152,2.9,83.8,5.3,4.2,7.1
2024-04-16 21:00:00,0.24,0.195,5.7,74.9,6.5,5.4,7.4
2024-04-16 22:00:00,0.38,0.193,6.0,68.6,7.4,6.4,6.9
2024-04-16 23:00:00,0.42,0.189,4.6,65.4,8.4,7.4,6.9
2024-04-17 00:00:00,0.34,0.168,3.0,64.7,8.5,7.4,7.0
2024-04-17 01:00:00,0.36,0.165,2.3,65.6,8.7,7.7,6.7
2024-04-17 02:00:00,0.32,0.158,2.5,64.9,7.8,6.7,6.5
2024-04-17 03:00:00,0.3,0.148,2.4,61.8,8.3,7.1,6.8
2024-04-17 04:00:00,0.3,0.157,3.1,54.0,10.1,8.9,6.9
2024-04-17 05:00:00,0.33,0.16,6.0,49.9,11.0,10.0,7.1
2024-04-17 06:00:00,0.35,0.18,10.1,55.4,11.8,10.6,7.0
2024-04-17 07:00:00,0.43,0.187,7.9,60.7,7.9,6.8,6.6
2024-04-17 08:00:00,0.37,0.166,10.4,64.5,8.1,6.7,6.2
2024-04-17 09:00:00,0.24,0.146,6.1,67.3,7.5,6.2,6.5
2024-04-17 10:00:00,0.24,0.156,7.6,64.5,7.2,5.9,6.3
2024-04-17 11:00:00,0.23,0.159,5.1,65.4,7.0,5.7,6.0
2024-04-17 12:00:00,0.27,0.156,6.4,67.0,7.1,5.6,6.2
2024-04-17 13:00:00,0.26,0.146,3.5,74.3,6.8,5.0,5.9
2024-04-17 14:00:00,0.19,0.145,3.8,74.7,6.8,4.6,5.9
2024-04-17 15:00:00,0.25,0.138,4.5,74.4,8.4,5.2,5.4
2024-04-17 16:00:00,0.22,0.157,3.4,77.4,6.7,4.8,5.3
2024-04-17 17:00:00,0.23,0.128,2.9,77.6,6.6,5.0,5.6
2024-04-17 18:00:00,0.18,0.136,2.8,77.1,6.2,4.8,5.2
2024-04-17 19:00:00,0.19,0.136,2.5,77.1,6.3,5.1,5.4
2024-04-17 20:00:00,0.22,0.138,3.9,74.0,7.7,6.5,5.3
2024-04-17 21:00:00,0.25,0.154,4.2,69.1,8.2,7.0,5.5
2024-04-17 22:00:00,0.24,0.15,4.2,65.2,8.8,7.6,5.3
2024-04-17 23:00:00,0.23,0.14,2.5,64.6,7.8,6.8,5.4
2024-04-18 00:00:00,0.21,0.15,1.6,58.3,6.9,5.9,4.8
2024-04-18 01:00:00,0.21,0.13,1.6,56.3,8.2,7.1,5.0
2024-04-18 02:00:00,0.2,0.149,1.3,56.7,9.4,8.3,5.2
2024-04-18 03:00:00,0.2,0.149,1.6,56.4,9.4,8.2,5.6
2024-04-18 04:00:00,0.19,0.137,1.9,53.8,9.3,8.1,5.3
2024-04-18 05:00:00,0.19,0.145,2.1,55.7,9.1,7.9,4.7
2024-04-18 06:00:00,0.22,0.138,4.7,58.0,8.5,7.4,4.9
2024-04-18 07:00:00,0.3,0.163,8.1,60.4,7.9,6.7,5.4
2024-04-18 08:00:00,0.43,0.177,7.9,63.4,6.8,5.8,5.1
2024-04-18 09:00:00,0.23,0.148,3.9,66.3,6.8,5.7,5.1
2024-04-18 10:00:00,0.22,0.141,4.1,64.3,5.9,4.8,5.0
2024-04-18 11:00:00,0.22,0.143,4.3,63.7,6.5,5.3,5.2
